{0}bb,bsjxxsi.oruhre 转换
{0}ec+bregr.niejpi 逆接
{0}ec+ka+terkjr.driuheldo 端上来
{0}eo+bk+lmusfe.wuoiaebpo 無差別
{0}eo+nt+fdbfd.wuotnojme 無条件
{0}eo+xx,fpfrm.wuoxnehxe 無効化
{0}eo+rxxmf.wuoxne 無効
{0}eo+hj.suvgfe.wuoqiixme 無期限
{0}eo+moxif.wuotoo 無駄
{0}eo+otrwf.wuolne 無料
{0}eo+kedddf.wuoxko 無形
{0}eo+suvgf.wuoxme 無限
{0}eo+wuusf.wuouie 無事
{0}eo+ed,xa+pa+uk+rddbkfkddrfrh.wuoxkowfohxeyioiju 無形文化遺産
{0}eo+dz+otfnc.wuoxiumiu 無洗米
{0}ek+nekjnj.mjumju 满满
{0}ek+ftkgt.mwotiu 媒体
{0}ek+jctk.ljomue 栏目
{0}es+ilfib.wuutdo 舞台
{0}es+kc+xl+fuufibki.wuuyroqiujpe 舞元啓介
{0}es+kkjjpevc.yjelie 艶麗
{0}ew+ojlbzn.guuohu 鼓掌
{0}ew+ioklyz.xkefuo 幸福
{0}ew+ewlr.xbikuu 辛苦
{0}ee,bmwnm.pkouee 屏摄
{0}ee,bksf.bkedau 併打
{0}ee,xustf.bkecyo 併存
{0}ee,rxtj.gzewfo 構文
{0}ee,rdzltj.gzezce 構造
{0}ee,kjuur.jbevro 进而
{0}ee,zir.jbeque 进去
{0}ee,evxjm.pkomue 屏幕
{0}ee,dfkksr.jbexko 进行
{0}ev+bgiftx.mooniu 模拟
{0}ev+yprp.yiesii 意思
{0}ev+rlmfr.ybiyie 音訳
{0}ev+rllgxh.coewue 錯誤
{0}ev+gurevr.ybixlu 音響
{0}ev+gl+kzusrpih.yieuiodce 意识到
{0}ev+ft,fkkiri.ybileehve 音楽会
{0}ev+jj.laeyte 腊月
{0}ev+otwljtx.moohuo 模糊
{0}ev+ipktx.moouie 模式
{0}ev+iftr.ybilee 音楽
{0}ev+lwtrp.yiewwe 意味
{0}ev+ksztx.mooxko 模型
{0}ev+kzr.ybiyai 音圧
{0}ev+sirrp.yiewde 意外
{0}ev+zprp.yieoie 意志
{0}ev+zvdr.ybiugi 音声
{0}ev+wt+ebjcrpl.yiewweoea 意味着
{0}ev+emur.ybijpo 音节
{0}ev+dbfh.coeuii 錯失
{0}edt+o 萩
{0}ed,pk+xa+nzikddir.xkouiewfofau 形式文法
{0}ed,ha+fprxbre.ijuyeelme 产业链
{0}ed,ipkkdd.xkouie 形式
{0}ed,idmkdd.xkoigo 形成
{0}ed,lllr.ijupbu 产品
{0}ed,lkdnlrc.dcelue 道路
{0}ed,ehr.ijuyee 产业
{0}ed,dbkr.ijuugi 产生
{0}ea+yfuup.uiejpe 世界
{0}ea+rmfxk.kdifhe 开放
{0}ea+gilk.kdiuiu 开始
{0}ea+gksdnd.ugijio 升级
{0}ea+fu+uk+rddbkpyurh.uiejpeyioiju 世界遺産
{0}ea+fu+fzjccpyu.uiejpegri 世界観
{0}ea+fkkik.kdihve 开会
{0}ea+fs+xbkrx.kdiyeeiei 开夜车
{0}ea+jke.bkeqpu 并且
{0}ea+mf+xd,mwnkrxex.kdifhehoequu 开放获取
{0}ea+mf+us+mwnkrxxt.kdifhecyoquu 开放存取
{0}ea+megk.kdioju 开展
{0}ea+igxnk.kdifai 开发
{0}ea+iijk.kdilhu 开朗
{0}ea+kizd.ugioie 升至
{0}ea+zk+ddxkkkc.kdiwjoxne 开玩笑
{0}ea+evxjk.kdimue 开幕
{0}ea+vx+ipkkej.kdimueuie 开幕式
{0}ea+vimur.liejio 立即
{0}ea+dbjct.ldokje 来看
{0}ea+djct.ldozie 来自
{0}vp+yririk.yyemuu 韵母
{0}vp+fu+rm+rhirikdbrt.yyelveyzohui 韵律遊戯
{0}vp+jbnp.hyeyse 混用
{0}vp+iw+otrwbpwyw.jpizdelne 掲載料
{0}vp+kkobp.jpiuie 掲示
{0}vp+wiwywbp.jpizde 掲載
{0}vp+epeteg.geoyee 葛葉
{0}vp+ejoneg.geotgo 葛藤
{0}vp+dfubrik.yyelve 韵律
{0}vp+djenp.hyexte 混血
{0}vp+dlcnp.hyelre 混乱
{0}vy+kcynn.mjehxe 漫画
{0}vx+vsvej.muejmi 幕間
{0}vg+nfzn.jminjo 艰难
{0}vg+tkt.gfibfu 根本
{0}vg+mccr.tvequi 退屈
{0}vj+uuye.mgoxqe 萌袖
{0}vj+ienne.wfidue 温度
{0}vc+pbkjs.seeqko 色情
{0}vi+rlfkjtc.gdelye 概論
{0}vi+fisptc.gdenme 概念
{0}vk+uzrdgow.hjeoli 焊装
{0}vk+fklzd.ihuheo 場合
{0}vk+omkb.djidhi 担当
{0}vk+igpvt.iaoxyo 查询
{0}vk+lvvbf.tioihe 提唱
{0}vk+km+sd+eftdzwfgm.hlojxinduiao 皇家奶茶
{0}vk+wkmfdz.hlojxi 皇家
{0}vk+vkrff.djeuie 但是
{0}vk+debf.tiougi 提升
{1}vsv+c 晚
{0}vs+ebjckt.hzeoea 厚着
{0}vz 量
{0}vw+dtrlje.ccugcu 草稿
{0}veh 显
{0}ve+ksrdgon.bcelpe 爆裂
{0}ve+sr+givgonkdg.bcelpenlo 爆裂娘
{0}vd 星
{0}vdb+k 星
{0}vd+yriz.ugimuu 声母
{0}vd+rlfwsc.mmuxuu 免許
{0}vd+rljzlz.ugidne 声調
{0}vd+revz.ugiybi 声音
{0}vd+usjfsc.mmufwe 免费
{0}vd+fkjnz.ugiyzi 声優
{0}vd+dujchz.ugioie 声質
{0}va+ru+jukk.jqeogeyte 旧正月
{0}va+rlmc.riejie 日記
{0}va+rlmkl.riecio 日詞
{0}va+usjfd.bdofwe 白费
{0}va+jm.vcdkk.bdoxtubai 白雪巴
{0}va+mk+wwjvz.rieyceico 日曜朝
{0}va+md+isfkh.bduffioii 百分之
{0}va+kjmkd.bdoxtu 白雪
{0}va+ka+rlkklt.riebfuyuu 日本語
{0}va+ejtd.bdocde 白菜
{0}va+vrlok.bdujku 百景
{0}va+vmkz.rieyce 日曜
{0}va+drrds.riehho 日航
{0}d 的
{0}db+yzsisvk.xkiyeu 星野
{0}db+gm+ok+jbdcici.biujieykiyse 笔记应用
{0}db+uu.no+brevkued.xkiiriuailai 星川莎拉
{0}db+fiprf.dpodde 迭代
{0}db+ca+ld+xm+lukrvkvwcll.xkibaikeekaifwi 星巴克咖啡
{0}db+ca+wldcvkv.xkibaikee 星巴克
{0}db+obbxkj.cdiqro 猜拳
{0}db+igmcdc.biujie 笔记
{0}db+iffzvk.xkizoe 星座
{0}db+lkdnlhf.oiolue 鉄路
{0}db+kziwnvk.xkiqqo 星球
{0}db+whkvk.xkiksi 星空
{0}db+vcmc.wwubai 尾巴
{0}dq+wjgiobn.szisou 搜索
{0}dp+fjfxl.gzurze 狗肉
{0}dp+iojdcp.huiuie 忽视
{0}dy+ojstd.lqoxto 留学
{0}dy+krd.lqoxxe 留下
{0}dn+ylr.fjuhvo 返回
{0}dn+tcpf.fjuxlu 仮想
{0}dn+tm+sgwllyri.tuouuigru 图书馆
{0}dn+tkz.bjubfu 坂本
{0}dn+fa+la+dfwypnlbw.loefuiguudeo 洛夫古德
{0}dn+itmyr.tuouui 图书
{0}dn+imwl.keehue 客户
{0}dn+sirtl.geowde 格外
{0}dn+silf.fjumko 仮名
{0}dn+wkrff.fjudke 仮定
{0}dx,xmlnp.tmijxi 添加
{0}dx,tgiib.qiejii 契機
{0}dx,rlod.xnedmu 笑点
{0}dx,rw+ka+jl+ef+dt+mxsfeewkklzles,cumoiiueauiezi 芺蓮一露絲塔莉欧
{0}dx,rdkjhd.xneyjo 笑顔
{0}dx,kspd.xnesiu 笑死
{0}dx,zt+ka+dztiomdir.lpedguuhedgu 劣等上等
{0}dx,dt+erxbees.vculielmo 芺莉莲
{0}dx,dztiom.lpedgu 劣等
{0}dt+bmmdis.rzorfe 柔韧
{0}dt+bdi.ueeuzu 射手
{0}dt+ba+iffzdi.ueeuzuzoe 射手座
{0}dt+yu+hz+jl+xa+hd+gijwifthgmxddwiidm'eoeeeiu 莉澤赫露艾斯塔
{0}dt+nyuwes.liezeo 莉澤
{0}dt+nricdi.ueelqo 射流
{0}dt+xbsfs.rzorru 柔软
{0}dt+revby.boiybi 播音
{0}dt+oj+td+tr+bwnrmidcrkudw.tzeuiexbikeijie 透视新科技
{0}dt+iojdcrm.tzeuie 透视
{0}dt+edtses.lielie 莉莉
{0}dt+db+jk+wvsueomcrz.qqiwwuwhedzi 萩尾望都
{0}dt+dt+gyrieses.lieliemuu 莉莉姆
{0}dg 很
{0}dgp 氏
{0}dg+nvjefi.diiwfi 低温
{0}dg+gkiwii.diuxme 底线
{0}dg+uzrdgr.yiioli 衣装
{0}dg+hk+ks+nrxufiwgfk.diiksijkijie 低空经济
{0}dg+mhyvfi.diicgo 低層
{0}dg+me+sxdrgfirb.diiiioyjo 低遅延
{0}dg+whkfi.diiksi 低空
{0}du+pdbkmj.uuuxke 属性
{0}du+rlxki.duooje 独占
{0}du+ktmj.uuuyuo 属于
{0}df+mkdvmn.lvuxio 履習
{0}df+kttkmn.lvulie 履歴
{0}dje 血
{0}dj+bppec.uzupii 首批
{0}dj+ydnloc.ugulte 省略
{0}dj+rljcll.xlulle 响亮
{0}dj+iksfec.uzucie 首次
{0}dj+kjfec.uzuyee 首页
{0}dj+wjfooc.uguiao 省察
{0}dc 看
{0}dc+hsudl.xsidie 兄弟
{0}dc+oop.xiihou 熄火
{0}dc+kr+dw+fpwjgdwbq.jmefgeiaiofi 见缝插针
{0}dm+bkgionx.jiisue 激素
{0}dm+nzir.fhifau 方法
{0}dm+ts.ndumue 乃木
{0}dm+ta+zdns.ndumuebju 乃木坂
{0}dm+rxfxi.igoxne 成效
{0}dm+rioi.igouuo 成熟
{0}dm+hmdi.igoffi 成分
{0}dm+hwr.fhiofi 方針
{0}dm+fxc.fjerfo 犯人
{0}dm+fi.igorfo 成人
{0}dm+fa+ipki.igorfouie 成人式
{0}dm+fa+emui.igorfojpo 成人节
{0}dm+jplcdui.lrubci 卵胞
{0}dm+jdu.mcuyte 卯月
{0}dm+ja+okcdu.mcuytegli 卯月光
{0}dm+mkgi.igoohu 成長
{0}dm+ixmii.igowwe 成为
{0}dm+ljfi.igoyro 成员
{0}dm+kxmi.igogsi 成功
{0}do+pa+yu+rlmklltiks.huiykifuecio 呼応副詞
{0}do+hfiilt.huilko 呼鈴
{0}do+iplt.huiyki 呼応
{0}dl+necjrl.ovisue 追溯
{0}dl+xmlrl.ovijxi 追加
{0}dl+dferfrl.ovicso 追従
{0}dk 生
{0}dk+pedzlu.tkidsu 听懂
{0}dk+rgdfi.xuihde 戌亥
{0}dk+redcrjf.pbodce 频道
{0}dk+gd+itirf.xuihdeilo 戌亥床
{0}dk+jbrjf.pboyse 频用
{0}dk+jrmklu.tkixpu 听写
{0}dk+igxnhjf.bjifai 颁发
{0}dk+ighlclu.tkiuoi 听说
{0}dk+ihklbu.oeomoo 折磨
{0}dk+ienrjh.pbodue 頻度
{0}dk+vru.jberie 近日
{0}dk+vs+zx+dn+stxzeyenl.kloljomwuloezia 狂蘭美洛子
{0}dk+dtldzru.jbeigo 近程
{0}ds+nfyrnl.yjohdu 沿海
{0}ds+xjnn.mwoyzu 没有
{0}ds+xdfsxxso.miohzo 猕猴
{0}ds+utdnnn.mwobwe 没被
{0}ds+fjfj.jiirze 肌肉
{0}ds+fkkit.jiihve 机会
{0}ds+jbni.fjeyse 汎用
{0}ds+mkgj.rsuohu 冗長
{0}ds+li+ftlxl.jiiqierfo 机器人
{0}ds+llixlt.jiiqie 机器
{0}ds+kg+pdbkjm.rsuohuxke 冗長性
{0}ds+skxmnn.mwojbe 没劲
{0}ds+svcj.jiisee 肌色
{0}ds+ebjcj.jiioea 肌着
{0}ds+ext.jiigri 机关
{0}ds+df+tukfxsoxsx.miohzotco 猕猴桃
{0}ds+dk+kzusnnlu.mwotkidce 没听到
{0}dz+bnbrc.xruzeo 选择
{0}dz+plrl.zcejue 造句
{0}dz+nmkznc.xiuooo 洗濯
{0}dz+rlmklrl.zcecio 造詞
{0}dz+rlkklrl.zceyuu 造語
{0}dz+revpf.rfeyie 任意
{0}dz+rdkjhnc.xiuyjo 洗顔
{0}dz+fkluf.rfemke 任命
{0}dz+fzdsf.rfepko 任凭
{0}dz+otnc.xiumiu 洗米
{0}dz+ohbrc.xrujuu 选举
{0}dz+idmrl.zceigo 造成
{0}dz+kszrl.zcexko 造型
{0}dz+kedddrl.zcexko 造形
{0}dz+sddnmf.rfewue 任務
{0}dz+eyrc.xruqui 选曲
{0}dz+dnxmf.rfewue 任务
{0}dw+fklrl.uieheo 适合
{0}dw+fdbbu.iaijme 挿件
{0}dw+fdbu.iairue 挿入
{0}dw+otyohn.drelme 鍛煉
{0}dw+ig+nignnlnn.hoopoipoi 活泼泼
{0}dw+kixmnl.hoodse 活动
{0}de,xtxv.lpeuai 猎杀
{0}de,gosdnv.ugijio 昇級
{0}de,mwxy.mcivru 猫耳
{0}dv+yxko.yroybi 原因
{0}dv+tkko.yrobfu 原本
{0}dv+ta+xmkos.yrozialie 原子力
{0}dv+ta+ma+fk+jy.dmdkukosxsxpkc.yrozialiefaidmesou 原子力発電所
{0}dv+ta+ma+fk+kjyckosxsxp.yrozialiefaidme 原子力発電
{0}dv+rloko.yrodmu 原点
{0}dv+re+ydnrtb.bdulaituo 柏拉图
{0}dv+hxf.boofue 伯父
{0}dv+jhusko.yrozeo 原則
{0}dd 物
{0}da+bdtyr.gluboi 广播
{0}da+ndifr.glufje 广泛
{0}da+xmf.ruelie 入力
{0}da+go.ucunvu 少女
{0}da+ui+rujriu.gluoziuie 广州市
{0}da+jdco.ucujme 少见
{0}da+ma+nzifx.rueliefau 入力法
{0}da+iuiur.gluozi 广州
{0}da+kygp.bieyce 必要
{0}da+zsmdf.rueihu 入场
{0}da+wwfkj.ouolyo 竹輪
{0}da+djceo.ucusre 少算
{0}da+dzlr.glugce 广告
{0}da+ddkjhp.biexui 必須
